Comment,is_positive
Not working Sent email havent heard back to why i am to repay for the app to work in a new car.,0
Christian Emojis Fantastic.  3D emojis. I like I them alot. Thanks.,1
The best It's the best for my daughter she loves it and she is 4 year's old,1
"I paid for this app, installed and then all i get is an error message..how am i supposed to use this navigation program Can customer support please help me as i am trying to get this working with the mylink system in my car.",0
"Nice 1 kinda cool n my kids luv it,",1
Ammmmmmmmazzzzzzzzzzzzzzinnnnnnnnnnnnnnnnnnnnnnnnngggggggggggggg Amazzzzzzzing,1
"Finally Finally a hooking crawler game with good suspension articulation and decent controls. Obstacles are technical, and make sense  some games you get stuck on obstacles that you should be able to over come Thanks Please more EXPANSION",1
Nicer than the official app,1
"Still can't load game After update and update, still stuck in first loading screen. Uninstall then reinstall, still the same...done",0
Get addicted with this game,1
Won't start On latest android on nexus 5,0
COULD NOT RENAME FILES OR MOVE FILES ... USELESS IF YOU CAN'T MOVE FILES FROM PHOBE TO SD OR RENAME THEM WHAT'S THE POINT OF THIS APP THEN IT CONSTANTLY ASKS FOR FEEDBACK ,0
Well made Solitaire game I like a lot. Has nice graphics and music,1
FUCKING GREAT GAME It like tells you u to like be safe with trains and the best thing about it kinda makes u swear to be safe around trains and that just blow open my mined and it's soooooooo funny so ya good game,1
Great Game Fun take on the TD genre. Enjoyable,1
"Note Edge problems After installing on galaxy note edge, which is connected to my gear s, it opens and uninstalls itself.",0
Looney Tunes Great game have had no problems and it can become frustrating at times but it makes you want to play more. Great job.,1
Shocking After watching rating of this app downloaded it but it was not worth according to rating. After securing some of my phone apps by this app they still open without asking any security code.,0
Update had me messed up but... As soon as my content was updated as well all returned to normal. Now I'm back on my favorite game  Nice lights on the helepad too,1
The business is GREAT The app is horrible to be honest too long to try getting done at first...... moves very SHOW.... eventually I did it.... and the service was great....App still need more work in my pinion,0
"Did not work This app never even opened on my Samsung. Tons of bad reviews, don't waste your time. How hard is it to develop a robust app in 2015 WSL failed.",0
So fing irra As soon as i open it it crashes and my phone us 2014 so wtf it aint slow oh and before i forgot if you move to your sd card it crashes even more,0
Stick criket I loved it game i won all mission i like the game,1
"Good Game I really like this game, but recently the game freezes up antime I summon a creature that takes more than one magic point. The only way it will unfreeze is if I restart the game. I would give it 5 stars if I didn't freeze up like that",0
Force closing every time. The app force closes every single time I try to open and use it. I had this app before and it never did this.,0
"Each to their own, but when i Check the weather,I want to know when it's going to rain, how much and done with accuracy, when I want a cartoon, I'll watch the Simpson's",0
Worked good then didnt It was working good for a few days now the scope won't move around. It is stuck on one spot and you can't move your weapon around. It will shoot,0
AWESOME app Very fun,1
"Loved it. This is a very nice app and liked by my son. Few games are very simple and needs more variation but, overall a great app. I have purchased another app from the same people, both are worth of money to me.",1
"Great game when it don't shut down 1 out of 10 games can be played ..,it is constantly shutting down please fix and I'll change my star rating ......but please fix so I can play a game that I did pay for next I'll ask for a refund",0
I hate Declared hi nhi hoti game when I have complete the game no option to declare,0
Nice.. It's Good  Fun But Come On Like Some Races Are Impossible To Win Like Seriously You Need To Upgrade Everything To The Max In Order For You To Win Some Races,1
I didn't like it This is hanging again and again I don't think this is good not good don't download,0
Love the game and join the alliance Bounty Hunters we r the best of the best guys,1
Halarious I scared my mom and dad so good they were both cleaning dishes and bam They jumped ,0
Too waste Don't download,0
Too much adds So much disturbing. Quality is not good either.,0
Won't even let me in the app just keeps crashing on my galaxy alpha,0
HORRIBLE AND IT IS BORING HORRIBLE AND IT IS BORING,0
Loved it A great game. It really tests your mind and it's awesome.  Thanks for creating this marvelous games makers,1
Anything you could possibly want My phone always matches my mood and zedge has the variety i need to make that happen and its FREE thats always a good thing.,1
Hahahaha Dunk lordssss,1
Worth It Excellent App You Wont Regret it Simple utility way better than Kies Air I couldn't get that stupid app to work no matter what browser I used. This app worked right off the bat no hitches Get it,1
I like it  I like it alot played online first then downloaded the app both great,1
"Awesome... But This game is really cool and fun, but it just needs like one or two more themes, and the glitches need to be fixed too please.",1
Enjoining game Pls new games,1
"Amazing app If I can't get my favorite Jordan's instore, I can always rely on this app to help me locate and buy from legit re sellers The price guide also helps spot over priced sneakers",1
"Obviously gorgeous Beautiful design and animations. Lovely soundtrack and sound effects.   It just feels, since the latest update, the image gets  stretched vertically when you go to full screen...",1
Great slots,1
"Requires Access to Messages I don't understand if this app is real, why must it access my messages This may be one of many ways it trys to convince you there are real ghosts nearby.",0
Not all bugs fixed I had a mtg bottle thing I did not use and it disappears please fix,0
Meh It only takes you like 3 days to complete the whole game and the story is so short but free roaming is the best. The cost is way too expensive and the story is ok. But I can't restore my save which Is bs,0
Sucks It doesn't open,0
Works with any finger prints,0
Crashes Whenever I look at my past trips the app crashes.  Also not linking to website,0
Awesome  It's such a osm game It reminds me of my childhood ,1
Awesome game Nice game and so funny I like it,1
Crashes all the time It's a descent app when its running but I can't get past the first round of a mock draft without it crashing,0
Has what you need. Numbers matches what other ballistics calculators report.,1
" Love it, you should add a few things Suggestions A dog pound where you can be placed when caught and break into, more breeds perhaps Collie's, breeding, tamed dogs, and cars can injure you.",1
"Talking Tom cat 2 Great game......    best thing is that when we touch Tom's legs it says no,no...... in a very cute manner....",1
Froz When i went to take out the fire the game froz and stopped please fix 4 ,0
Fun times I absolutely love it. Could stand to cut those ads down in between games though.,1
It's a light.,1
Shob kutta ra,0
The bad game in this world,0
Some issue updating game data There is no problem with my Internet connection but the game won't work. Don't bother with this,0
Don't waste your money App keeps crashing or disconnecting.  And nobody seems to be fixing the problem,0
Hate unwanted notifications I MUST be able to remove or disable notifications. Uninstalling for now. Hope you fix it by the next time i need it. I will change my rating then.,0
To easy Allready completed the game I have all the characters like the healer handyman cyber skunk is last,1
Not working I want this app to work but I can't get pass the start menu,0
"Horrible Won't let me play as guest and there's no option to sign up. Went to website, signed up, then tried signing into game. Still didn't work.  Going to uninstall right now.",0
It would be helpful if the keyboard didn't flit around. Don't this is it.,0
Best exercise  VERY fun Both me 37 yrs old and my daughter 7 yrs old LOVE this app  Finally I've found an enjoyable way to workout,1
Still doesn't work 4 updates now. Can we at least get a status update We have no idea if it's even being looked at,0
System crashes on Samsung s4. Love the pc app but this software is buggy,0
"Awesome app It saved me countless times. Here in the UK, it hasn't missed a thing",1
Rubbish Graphics sucks n don't even mention the controls,0
Its good but it doesn't shows the new junction Mandi House and new station ITO. Plz fix that and also check for others...,0
Learning more wrestlers names Give me a chance to learn More wwe names Yes Yes Yes Yes,1
Unable to get details for Mumbai  Maharashtra Plz add soon.,0
"Don't get me wrong Don't get me wrong it's a nice game but I find it crashes on loading levels way too often, the research can be a bit expensive, if the devs can fix the stability issues I would probably up this to 4 star",0
Great app It let me play my game that I always wanted to play.,1
OMG U DID IT IN SECONDS WOW,1
Sloooow Galaxy S4...lollipop... App no longer getting email pushed.  Therefore no notifications.  Have to manually check email.  Not working for me.  Using stock app at the moment.  Total bummer.,0
Its stupid I thought that it was going to allow me to actually see lasers where I was bringing the camera without looking to the camera I thought I was actually going to be a laser thing but instead it was just stupid stupid,0
Mother of all the lies It doesnt project any hologram,0
Graphic ache nhi h ...na hi batsman ki dresses ...bhot bekar h ....don't download....is game Thoda ....New look de jese 3rd umpire decision and etc,0
Wow  So the good This the game very nice playing. Got gun to shooting peoples. So nice the graphics too. much impress. Very the good multiplay also. Must download this game Very the fun to the play.,1
Best Jesus christ bless the person who is reading here now...say AMEN,1
Ok,0
Ilove doraemon Iam asking why this game is black,1
I Love your games THESE GAMES ARE THE BEST GAMES                   I HAVE A GREAT WAY TO GO DESKTOP APPLICATION TO THE EXTENT OF THE OFFICE OF THE OFFICE OF THnuE OFFICE. I HAVE A GREAT WAY TO GO DESKTOP,1
"Too many glitches Really REALLY wanted to like this game, but career mode is just filled with glitches. Gave it about 9 hours of play to really make up my mind, but It's not worth the money right now, just wish I could get a refund.",0
Excellent Love this brain exercising game No Bugs Thumbs up,1
Cool Simple and addictive,1
"Weather doesn't refresh Nice watch face, however the weather doesn't refresh unless you open app on your phone Very disappointed.",0
Amazing game but crappy job porting If you off your screen while playing you lose all progress. This problem  has been around for awhile so I don't think they intend to fix it. Controls feel really bad too.,0
"Blackjack Dealing is ridickulously throttled and controlled. Dealer hits 21 or blackjack 87, especially during crucial hands. Only the stupid may apply.",0
Super application It's very good app n it gives lot of information abt cricket n players so I really love tis app.,1
Seriously Its not even letting me open this stupid app,0
MULTIPLAYER WORKS NOW Multiplayer wasn't working but due to the recent update its now working just fine.,1
Fantastic This game is great and funny because you get to see tom and Ben fight doesn't that sound fun,1
Great game Love it always will,1
Nice game,1
I love it I love this game . I now this game. I use to play this when i was little.Super llllove it in 5 years old. But now. I am 7 years old. But i still love this game eaven if you are  7 and below and above. Thank you for releasing this app.,1
Not soo good Add more exercises.Learn from this free app BodyBuilding  Fitness.,0
"Destroyed the app The latest updates to Snapchat have made this app horrible. It drains battery, snaps keep failing to send even with perfect signal and it's just glitchy. Needs a big fix",0
I love this game but This game would  be better if the dog grew once in a while,1
I love it I will be a fashion desighner and i like to plag games like it once when i played this its wonderfull i can never unninstall it,1
Loved it Very interesting and easy game. It removes stress and our tensions.....,1
Game is a joke Whatever numbers you are not on will roll to an extreme. Why would they do that Makes the game stupid and unplayable. Don't waste your money.,0
Do u No,1
"Does it only go up to level 8 or something Because it keeps flashing the level 8, but I completed that level and won't let me go any further. Fix.",0
Sweet baby girl newborn baby It so fun but there a level that lock im sad i cant play the lock one but it still fun D,1
"Some of the keys don't play Dissapointed keys will not play on sony z2 xperia d,b and f keys have no sound. Please fix",0
Great drifting game love it Lots of cars and great tracks love the realism,1
"Finally...worth the wait Plays great on my Nexus 7. UI is very well designed, and the AI seems pretty sharp. UPDATED Pass and play just made this perfect...five stars",1
Dose nothing It legitimate does nothing but load google map or you can pay money for other programs,0
Okay The game is good but I dont know if I can play this section without paying for this or that. Kind of to short.,0
Exelent,1
"Love it ADDICTED TO THIS GAME  HAVE HAD NO PROBLEMS EXCEPT A FEW CRASHES, BUT WHAT ANDROID APP DOESN'T FROM TIME TO TIME  LOVE THE SECRET AND HIDDEN LEVELS ",1
Bad customer service There are no instructions and I can't figure out how to play. No answer to my emails to maker.,0
"What no p2p Thank you. For making both a great port and not succumbing to the sleaze that is. You are great human beings or robots, if you're robots",1
"Great Alternative It has the same flair as Pokemon, but is a different beast altogether. Seriously recommend it over its twin",1
"Great Well done guys, it's a confusing and puzzle solving game, great I liked it",1
I like it but it take so long to load and it's  so sort,0
It's really good A good way to kill the time .,1
"New favourite I love this game I loved DJ Max, and this is like the perfect mobile device version of it. Amazing game, no issues whatsoever. Try the free version and you'll HAVE TO buy this.",1
Fun fun fun Absolutely love it. My 3 year old grand daughter downloaded and thought Me....lol she is better than I am,1
Fk you,0
Love it Great app for fishing since wind conditions are a factor and it has everything I need all in one place,1
Loved it Beat it in 2 days,1
"Doesn't save bikes to fb Does not save tournament bikes or single player stats to your Facebook account so when you reinstall on a new phone you lose everything. This is a great game, but I will not be reearning my 2 and 3 star bikes.",0
My sister loves this app but it only has one instrument unlocked please unlock all the instruments and I will rate it five stars. And put any lock button so that my sister presses any button it doesn't exit except the home button.  THANK YOU.,0
Unfair Yeah I used to love this game until it started giving me about 10 seconds to play a round with an opponent.,0
Mariah love Good i love to have a bream house ,1
"Good One piece nya kemana  jgn dihilangkan dong min , plis one piece dibalekan, tolong min",1
Rip off Buy the he to find out you only get 1 lousy table and have to pay 2 for other one what a rip off,0
"Great job. Just got done playing a bunch on the free app so I figured I'd buy the ad free one, it is definitely worth it.",1
Piece of junk Do not buy if you have a note 4. Give me a refund,0
Awesome I really love it please download it and enjoy it soooo nice makes you feel happy and fresh,1
Good interface. Just need to pay some attention on the view on checkmate. Provide next level or restart button rather going back and resetting each time.,1
Wife tether router Works like a charm Great job guys for bringing something that not only works flawlessly but at an affordable price. On Samsung note 3 ATT phone on metro pcs service,1
Basic skill lite I love it,0
"Not really in love with it.... But I have faith the developer's will make this into an awesome game, alot of the ideas from the commenters are really good.",1
"Game is fun, but if the people your playing don't respond you have to forfeit the game to get rid of them and then you loose points. going to uninstall",0
I bought this game and can't play it because it keeps freezing.  So can you fix the problem PLEASE...Thank You.,0
Way Better Than Others Its way better than other bike games but one thing I think they should add is an option to turn off the sound effects although there probably all ready is I'm really bad at spotting things p ,1
"Job well done This app is a must have for movie lovers. Every feature it use works well .improvements are needed. I can't watch the trailers on line all the time, download option should be available.",1
Ok,0
Fun game Good mind activity game to play. Makes you think.,1
Ac hhi soch achha kal Him sunhare kal ke saath chal rage hai,1
It was so good before. I uninstalled before. Now that i reinstalled it I can't restore my purchase and there are no keyboard sounds when I tap the screen during songs. The game just turned dull and uninteresting now. Please fix these issues.,0
"Amazing game. I absolutely adore this game. There are some problems with my phone not choosing an element if I've been playing for a while, but that's temporarily fixed by turning the screen off and back on.",1
Nice Cooooooooooooooooooooooooooooooooooooooooooooool,0
Nexus 10 issues with calibration When playing on the N10 the touch is off. Placing towers they are inches above the touch. You cannot place them on the two bottom rows. Fix this to go back to 5 stars.,0
Great social media The idea of Google  it's brilliant. Circles made this more awesome . Communities too are amazing.  Hangouts chat is really awesome.,1
Favorite app of all time This app is so much fun and it even helps u by letting u watch the video or looking at the lyrics and it has some of her best songs APP IS LITT,1
"Amazing Very fun and addictive game, I love this awesome game",1
This game rocks I played it about 500 times and I'm still not bored of it.,1
" I'm having so much fun with this  No errors, works good ",1
I love Old Vegas My Mom got me hooked and I love her for it,1
"Not as much expected Okay logical, but a lot dose not make any sense.",1
Dont waste your time You get a candy crush game with little modification and game is stucking on username selection if your choose name which is already registered you cant help yourself. Then after try anything it will just tell you name is in use.,0
Absolutely loves it Very addictive and fun,1
Loads maybe half of any given page Loads only gray squares for most of the pages of all of my comics. How you expect anyone to use this app is beyond me.,0
A potentially good game bogged down many glarring issues PROS Great graphics  controls are intuitive for a touch screen  CONS A revive system which dates back to the NES era and it's outdated now  combat is too easy and is not deep,0
Love it Works perfectly on Galaxy S4. Simple and fun. Love the latest update  ,1
I don't know why people is saying this is useful and understand and ugly I love it so much   lllllllllllllllllllllooooooooooooovvvvvvvvvvvvvvvvveeeeeeeeeeeeeeeee it,1
So so Disappointed with typhoon two arms only... very repetitive but nice.. but also very low funding not nice. But not worth wat I paid for the game.,0
Surprisingly good I definitely approved of the gem system and the fact you can earn the currency you need to get things instead of stupid micro transactions. Bravo.,1
Lovely App When will the next sequel launch I cleared all the levels and want to play further.,1
"Finally Now all they need is stick man baseball and online play, and I can die happy",1
"Amazing  This game is super fun to play, its super smooth and just so well made, nothing about it is bad. Good job guys, keep up the good work.",1
"Addictive Good, no qualms",1
DON'T PLAY BAD QUALITY CARS DON'T WORK EXTREMELY HARD GAME BOO 0 STARS,0
Nursery  rhymes Old mcdonald,1
Very nice Nice details Funny,1
I love this game Telltale this game is one of the best games ive played next to the walking dead which is another game by you cant wait till episode 5 wish rodrick luck and mira and gared and asher luck,1
Not bad App badhiya hai . Lekin app open hone ke baad back hone ka koi option maujud nahi hai . Isliye ise ekdam achha nahi kaha ja sakta hai .,0
"Awesome Brilliant stuff, one of the best.",1
Amazing Hard to believe this even works. Almost spooky,1
No multiplayer Why cant we connect these days...even we hav lot of friends online....desperate,0
So what it is a baby Omg when the mom is changing the diaper the babies big sis or bros sees the private part and anyway it is not real life and it is a baby not a teen or something,1
"Don't work When I used it through cm security it worked fine,but now it won't even update others location  Deleting",0
Love it So happy that it's on android now. My wife has had it for a while on iPhone. Now that we have two kids it's nice having it on both phones. It's also wonderful at teaching. My son barely speeks but he can sure say his animal names,1
Math. Math Great. Mat,1
Chuthiya Cant daonload,0
"brower, app",1
I live it very funny for all,1
Great combo Lobing the style and gameplay not far in tne game but we need more stuff like this Good work SG.,1
Its ok Not many things to do... definatly not worth the money DONT BUY THIS,0
Taloir kids Its a wonderfull app for kids my child loved it and its not like any other game,1
GLITCH I am experiencing a glitch where the boss music during the Ymir fight plays over the background music. It's annoying because I like the boss music and I can't listen to it because of the crappy mine music,1
I fuk drum,1
Best game ever created I love this game I am addicted for playing and I love both girls they r so fast and if u have a bad coment you r SO WROUNG,1
Very good Just as the regular game,1
Consigliata Grande App,1
physics based puzzles absolutely love this game since it came out on WII. I have gotten so many of my friends hooked on the Goo,1
"Brilliant app, best transport app I've tried. Really well designed, intuitive to use, easy to understand routes and travel information. Bring on more UK cities, please",1
omg i thought it was a great game  i unistalled it   i erased like everything on my phone to download it i couldn't get anything...  i hated it there is of course better thanks,0
Luv it My daughter anabia love this app.really wonderful app....,1
"Number 1. It's working, here's ur fifth star... Thank u so much...",1
Best game The game is very good and they are constantly updating it. Is definitely worth the little bit of money that I spent on it.,1
"BEST FLASH LIGHT APP, EVER Finally app that does what it said that it does. I really appreciate it. I play with it all the time. Love all the features. NO complaint S FROMM ME.",1
"Fun Addictve gameplaying game Since i was a little girl,.. I have loved nothing more but playing hidden object games and also puzzle games,..",1
Used to love it but now the auto Playlist is stuck. No way to pick videos. Please fix this,0
Bad Graphics very Bad...The game is very slow Too,0
AWESOME Loved this game on the pc and love it more on my phone. Great fun challenging game. All it needs is an update with more levels PLZ  also says gift wit purchase but i didnt receive that ,1
Osm,0
"Too many ads There's a video ad after every level, and a banner ad while each level is loading. Frustrating.",0
Dr. Panda I  it,1
"Rubbish. Doesn't alert you to any speed cameras, fixed or hidden. Waste of money.",0
Omg Why do u have to buy it ,0
Ad ad ad To many add seriously,0
 I was so sad to find out there are no free songs. All songs are 1.49,0
Love it. Glad I purchased. Love. Glad I purchased full version. Just need more songs now. She talks to angels for starters ,1
Bugs fixedNICE JOKE U even advertise bug fixes and yet I still can't take a silver sled in a pocket rocket. Well played. You achieved nothing. Can't believe your  doin nothing with the money we all gave you.,0
I love rummy Brst,1
Empty Vessel Good clean Fun,1
This app is crapp does not work at all,0
Omg It sounds like crap,0
"Amazing Great graphics, smooth gameplay, no ads. Great investment. Wonderful job, Devs.",1
"Can't share to tumblr I use we heart it only for finding pictures for tumblr, and it won't share, it only shows a white screen when i share it.",0
Crash and burn Opened and ran time 1st time I used. Won't get any further than the menu now,0
"Great game, great service When I bought the game it was bugged and glitchy, thanks to the excellent support team its been fixed and rather quickly. The game itself is awesome and after a while will really consume you.",1
This dose not work I tride this app on my tv. I trade all the thigs you could nothing at all I hate  this app wort I ever trade this need work this app suks,0
"Wow With the moga pro this plays as close to a console game as I've  For those having trouble getting the moga pro to hook up, press the power A button once the game is loading and again at the start screen",1
NEVER MY PHONE NEVER HAS  DIFFICULTY IN LOCATING WHERE I AM BUT IF MY OWN PHONE CAN NOT LOCATE ME THEN HOW CAN MY MUM            AND HOW CAN I TELL MY MUM THE CODE WHEN I DON'T HAVE IT MYSELF,0
GREAT APP This is one of the most useful  practical apps I tried It has lots of features not found in other similar apps Keep up the good work Cheetah Mobile,1
"Lots of fun Characters have their uniqueness like the show, graphics are nice Game play is challenging because you have to block the different types of dodgeballs and take advantage of field boosts and special abilities. Yeeeeeyeaahhhh",1
Slow update Mojang i kinda like the game but pls. I want the 0.12.0 or 1.0.0 i am waiting for that if u already have it then i will rate it 5 stars,0
Lag and always dc Crash and cant open this game.. spend a lot money useles,0
love it I really love it,1
"Love it I used to hate this game because you couldn't save your game to the cloud, but now you can so I can finally rate this game 5 stars.",1
Too many ads Every time I try to craft then there was an ad no animals no mobs I hate this game don't get it.,0
Best game 1010 Mlg such wow very amaze,1
"Still not working on my phone It's been 2 month since i encountered this problem, at the ''connecting to the game server'' it closes.. why is that Some people say that it was fixed, i already updated it but still not working..",0
Can't stop playing it lol A great game to play,1
"My Favorite App. Period. Flights, rental cars, Open Table reservations, show tickets, lodging, golf starting times.  All of the hassle of keeping track is gone.",1
"Wont play I've only managed to play this game once, after that it just takes me back to my phone's home screen after the title screen, what a waste of money.",0
"Everything works, including multiplayer Really a great emulator, and allowing multiplayer between different devices seems rare, which this does well.",1
Not user friendly The regular pga app is much better.  This app allows me to select favorites but I still have to search for them.  Why bother,0
Good but short Great game but only 9 levels. Very quick to beat,0
love it when it works The last couple months the server has been playing up a lot and there has been constant disconnections from games.  Extremely frustrating when u can't connect back to the same game. Fix connection crashes.,0
Won't work with Android 4.2.1 Really enjoyed it until this latest update. Now refuses to do anything. Have uninstalled and reinstalled it. It's dead,0
It really is a slick little game.  The cars have a nice weight to them making the driving experience decently believable,1
Praveen I like that game I like race games,0
New Layout is hard to read I'm fond of the game. But the new layout is hard to read. And please remove the inapp offers for the paid app.,0
Word search puzzles The best one,1
Can't install Played this game previously on my device.but now I'm unable to install this.every time it says could't install due to an error.fix it,0
Very very bad Very.............bad game,1
"How the hell do you get 4,4 stars stupid game with poor graphics and control hole game makes no sense at all",0
Boo No I HATE it,0
"Perfect My daughter likes this game very much.she always plays this only. Perfect,exellent",1
Good good good good good good,1
Needs a more extensive ammo database Great App,1
"Its lacking Only thing that good about this app is that its Chica, but nothing really works well and its boring",0
Amazing game It's a super game It's working perfectly on my phone Samsung Galaxy S3,1
Bard's Tale Can not save my game without it becoming corrupted. I really liked the game on the original Nintendo. I was hoping to get an updated version for my tablet.,0
AWSOME Even though I am ten its so cool it keeps me from making mom to waste money now she doesn't,1
Great Works with almost any camera. Great features.,1
Simply amazing This game has some wonderful music. I love playing it and it's very hard to put down. Just the right amount of difficulty so you don't pass right away and get bored. my favorite game,1
The loading take too long and easily run down my battery. They should look into the loading on the login portal which take too long to get into the game.,0
Question and answer How to light chamber It nid the wand just find it on final dungeon.. how to defeat last boss first freeze the boss using wand then use the bomb D,1
"Booooooring, and waste of time Dont play this foolish game",0
"Can't even register What is going on with bringgo cannot register, can't access the website what a friggen joke. Uninstalled,...... now how do I get my money back",0
"So sweet Just love this game So easy  wonderfully interactive. Only suggestion, why not expand Totos world a bit. Something like a beach or trip to zoo.",1
"Great game Alot of honest fun and good design that doesn't force advertisements on you, good job Yahtzee.",1
I love it But in the last part you need to pay or it can work,1
Old version I don't like the new way at all. I think the old one was better in every way.,0
Love it... BUT I love the game itself but I keeps saying unfortunately phrase wheel has stopped and it closes the app all together. Please fix this.,0
"Doesn't really help much, and update makes it run all the time from boot.  Might as well use maps.",0
Game is good but I will play it then an ad comes on and the screen will go black...i used to be able to watch videos to gain tickets but now for some odd reason im not able to ...fix this game its fun,0
Wasted My Data The physics of the game sickens me.,0
Its stupid annoying jumps are not proper... Irritating and will spoil ur moood idiotic game,0
I love it I love it because it's a whole new adventure It's the best game ever and I could never hate it,1
"Have it on dream winnings, I have to spin 50 times before I get a bonus feature. I spun 290X before I won more than 30 in a bonus round.",0
Great game This game seems like one that could make you throw your phone at a wall but I have yet to do that,1
Great ..my  five yr old son loves to play ..and secretly me too,1
"Love this game Perfect when I want something quick to do.   No crazy fancy mess, just a good game of solitaire",1
Sucks,0
Bulllllllshit The shit graphics and take lot time to start do hell with ur shit game... Dont download this shit....,0
Awesome The car sound is THE best. I reverted back to this app for my 12 month old who has began to get very fidgety at night. It just worked like a charm. Works for me too,1
"Fails to load stages In line with a lot of other reviews, after stage 2 of Australia the games fails to load any more stages. Effectively I've bought a two stage demo. Needs addressing please before I'll review again.",0
Great app. I never misplace it. Reminds me when to get stuff done.,1
My favorite app ,1
I  got  3  words  for  ya TOTALLY  AWESOME  APP If  you  ever  wanted  an up  close  and  personal  experience  with  your  favorite  wwe  superstars  videos  you  HAVE  to  get  this  app  it's  a  keeper  trust  me ,1
Best snowboard game ever,1
This game takes forever to download i would not recommend this game for people who have anger issues So there.,0
"Fully recommended This app gets better every year, kudos to the developers who listen to their users.  Works very smooth on my phone and tablet.",1
Fraut app. This is totally fraud app..it only consumes ur mobile data...I am suggesting u not download this app...,0
Terrible HATED IT,0
Actually don't know if I hated it or liked it. It's kinda hard to determine that when you can't play the game.,0
"Bus Tracker Eats Data Using the bus tracker once a day for 5 days and just long enough to see where bus, is results in 270Mb. Please optimise this feature",0
"Irritating When I am clearly connected to strong as fuck WiFi, the app says that there isn't an internet connection. Hence the app is great but insanely irritating.",0
Almost perfect. I can't seem to find an option for left handed players. Bummer.,0
"Awesome This is a great tool for coaches, parents, and players.",1
"Awesome So far game has no glitches. Nice graphics, very fun. Played for over an hour first time I play, couldn't put it down. This is the only game that I have purchased, best game I have played  Hopefully no problems in the future.",1
"Corrupt I payed for the game, and it says the application is corrupt. I bought it, finishes what's my iq. Tried to switch to pro, and ran out of time for a refund. Bullshit if you ask me. Don't buy, it's a rip off.",0
Bike racer I loved i't,1
Cannot log in I'm an active lvl 40 player but since 1.60 update I cannot log in with my phone  unfortunely summoners war had stopped. My phone is samsung note 2.So I changed my review to 1 star. Please fix ASAP...,0
Love this This is so fun I'm now addicted I'm telling everyone of you that you should get this game it is fun AF,1
"Unfortunately, since updating it to the latest version, it can only record STATIC. Tried reinstalling the app, but it  got worst.  It used to work perfectly on my S3,  but it failed miserably on my Note 3",0
Mean That is so booring i downlaod it because i want gold in dr driving,0
"Fun game It's alright, it's fun and if you're a huge Batman fan you might love this. But it'd be great if in free roaming mode you can oh gee idk,ACTUALLY GET OUT OF THE BAT",1
Good  Mind training app Its a mind refreshing  time spending with full enjoying and mind training app..download it and enjoy it,1
"Popup Ads The Game This movie trivia game is good enough, if you can handle the never ending popup ads for games.",0
No good When i was playing Deal or no Deal it said it stopped and then i went to play on it again it took my tokens and i didn't even let me play the rest of it. But how ever i am going to keep this game,0
Excellent app flawless Why pay hundreds of pounds for a dash cam when this does it all flawlessly,1
Crash  Purchase issue I purchased the full theme with 1000 Rs. Again it is asking for payment for some themes. After updating to purchasing it is getting crashed.,0
This is very helpful to me Piano learning is my dream,1
Too many bugs.  Often the puzzle and the answer don't match or it won't let u select the answer or letters that are correct,0
Too much surge Firstly you can't find a cab. Even you find one there is a surcharge of 1.8x everytime. And then the driver takes 30 min to arrive. And of course it is too costly than UBER.,0
Hate I hate this app because it dont happy,0
"Awful App is awful, a waste of time, it now won't let me uninstall it's slowed my phone right down. I've took it into Vodafone and not even they can deactivate the app. Absolutely appalling",0
Very good,1
5 stars Awsm Game. I lykkk it,1
Stupid What's wrong with you  Don't you read our comments  Can't you see that all people are downloading the game than rating one star  Fix it  It's not responding,0
Gud Yo,1
doesn't even work every time I exit the game it pops up an error when I try and open it also I have to keep uninstalling and reinstalling the app I want my money back,0
Bad game,0
Won't work I won't let me do anything at all this app suks don't download it ,0
Well i dont hate it I couldnt even play the game and why Becouse there is 3 accounts i cant play with and i dont know who they are and i cant make my own please fix this gamevil i really want to play the game ,0
"Good, but please hear me out I love your simulators, but they keep kicking me out so I have to reenter the game. Fix this bug, I'll give you a five.",0
Very bad game if there where 0 stars I would prefer more to give that and the game is not having a menu I tried to shoot but I couldn't .this game is just silly rubbish,0
Excellent Offline maps are great. Navigate a bicycle trip in Provence using offline maps.,1
My very favorite,1
Global trade HQ Please improve global trade hq system.. If I want to buy anything I'm not able to buy it... It shows it has been sold out please make something strong like HAY DAY,0
Peppa's activity Because peppa is my best friend ever.,1
Unable to add neighbors I'm connected through Facebook and it won't allow me to add neighbors via Facebook. Can't do some of the challenges because of this. Fix it or I'm deleting this.,0
Fun It's fun but run out of machetes too fast.,1
Brain workout This game makes your brain really active that after playing few levels of this game. You would end up want to go out for a run.,1
I  this game I have a lot of these kinds of games and this is the best so far,1
Game Love it it's awesome but it would be cool to be able to customize your characters physical appearance not just the head band color,1
Great app,1
Doesn't work Roll the dice and the game cuts out and closes. Fix please and will review my rating.,0
Very good game but only a few free levels I lovee this game but theres only about 67 challenges available. Wish they would have more free levels.,0
"Oh, is it 1989 yet Seriously....",0
Hate this because it starts from first stage always.......going to uninstall,0
"No online matchmaking Wad a shame, for such brilliant game",0
If I could rate no stars I would. No instructions,0
Angry I payed And I can not download it again after buying a new phone.... keeps appearing an unknown error  though I purchased legal with prepayed cash Please fix that issue or I want my money back,0
Very good appl My child is 3 yr old this appl is very suitable for him now he play with it,1
